stud_kod;predmet_name;ball;year
50102;Русский язык;76;2014
50102;Английский язык;94;2014
50102;Математика;56;2014
50102;Обществознание;70;2014
50111;Русский язык;72;2014
50111;Английский язык;77;2014
50111;Математика;60;2014
50111;Обществознание;67;2014
50111;Физика;59;2014
50144;Русский язык;84;2014
50144;Английский язык;87;2014
50144;Математика;68;2014
50144;Обществознание;88;2014
50146;Русский язык;84;2014
50146;Английский язык;72;2014
50146;Математика;74;2014
50146;Обществознание;75;2014
50146;История;70;2014
50159;Русский язык;95;2014
50159;Математика;48;2014
50159;Обществознание;80;2014
50179;Русский язык;71;2014
50179;Математика;44;2014
50179;Обществознание;70;2014
50200;Русский язык;73;2014
50200;Математика;72;2014
50200;Обществознание;72;2014
50212;Русский язык;79;2014
50212;Математика;66;2014
50212;Обществознание;71;2014
50212;Физика;55;2014
50216;Русский язык;92;2014
50216;Английский язык;90;2014
50216;Математика;79;2014
50216;Обществознание;65;2014
50227;Русский язык;87;2014
50227;Математика;90;2014
50227;Обществознание;83;2014
50229;Русский язык;87;2014
50229;Математика;81;2014
50229;Обществознание;98;2014
50233;Русский язык;65;2014
50233;Математика;56;2014
50233;Обществознание;78;2014
50237;Русский язык;95;2014
50237;Английский язык;92;2014
50237;Математика;68;2014
50237;Обществознание;72;2014
50239;Русский язык;71;2014
50239;Математика;68;2014
50239;Обществознание;72;2014
50246;Русский язык;73;2014
50246;Английский язык;39;2014
50246;Математика;40;2014
50246;Обществознание;62;2014
50254;Русский язык;100;2014
50254;Английский язык;95;2014
50254;Математика;79;2014
50254;Обществознание;90;2014
50255;Русский язык;71;2014
50255;Математика;44;2014
50255;Обществознание;58;2014
50257;Русский язык;71;2014
50257;Математика;60;2014
50257;Обществознание;58;2014
50287;Русский язык;67;2014
50287;Математика;79;2014
50287;Обществознание;90;2014
50298;Русский язык;79;2014
50298;Английский язык;89;2014
50298;Математика;63;2014
50298;Обществознание;67;2014
50315;Русский язык;92;2014
50315;Английский язык;100;2014
50315;Математика;87;2014
50315;Обществознание;93;2014
50322;Русский язык;55;2013
50322;Английский язык;72;2013
50322;Математика;66;2013
50322;Обществознание;59;2013
50322;Физика;47;2013
50343;Русский язык;69;2014
50343;Математика;72;2014
50343;Обществознание;69;2014
50350;Русский язык;71;2014
50350;Математика;44;2014
50350;Обществознание;71;2014
50350;Немецкий язык;89;2014
50357;Русский язык;72;2014
50357;Математика;68;2014
50357;Обществознание;66;2014
50386;Русский язык;70;2014
50386;Английский язык;88;2014
50386;Математика;60;2014
50386;Обществознание;95;2014
50488;Русский язык;95;2014
50488;Математика;74;2014
50488;Обществознание;93;2014
50516;Русский язык;71;2014
50516;Математика;72;2014
50516;Обществознание;93;2014
50520;Русский язык;69;2014
50520;Математика;70;2014
50520;Обществознание;65;2014
50560;Русский язык;68;2014
50560;Английский язык;89;2014
50560;Математика;52;2014
50560;Обществознание;64;2014
50564;Русский язык;98;2014
50564;Математика;77;2014
50564;Обществознание;90;2014
50566;Русский язык;68;2014
50566;Английский язык;79;2014
50566;Математика;60;2014
50566;Обществознание;63;2014
50570;Русский язык;76;2014
50570;Английский язык;78;2014
50570;Математика;60;2014
50570;Обществознание;54;2014
50570;История;52;2014
50583;Русский язык;90;2014
50583;Английский язык;72;2014
50583;Математика;56;2014
50583;Обществознание;69;2014
50583;История;45;2014
50617;Русский язык;100;2014
50617;Английский язык;94;2014
50617;Математика;94;2014
50617;Обществознание;98;2014
50626;Русский язык;61;2014
50626;Математика;40;2014
50626;Обществознание;62;2014
50634;Русский язык;87;2014
50634;Математика;79;2014
50634;Обществознание;88;2014
50643;Русский язык;73;2014
50643;Математика;36;2014
50643;География;85;2014
50643;Обществознание;71;2014
50662;Русский язык;71;2014
50662;Английский язык;80;2014
50662;Математика;70;2014
50662;Обществознание;85;2014
50666;Русский язык;84;2014
50666;Английский язык;95;2014
50666;Математика;70;2014
50666;Обществознание;85;2014
50669;Русский язык;63;2014
50669;Математика;68;2014
50669;Обществознание;57;2014
50683;Русский язык;82;2014
50683;Информатика и ИКТ;70;2014
50683;Математика;77;2014
50683;География;61;2014
50683;Обществознание;65;2014
50696;Русский язык;62;2014
50696;Математика;60;2014
50696;Обществознание;64;2014
50696;Литература;44;2014
50718;Русский язык;63;2014
50718;Математика;79;2014
50718;Обществознание;75;2014
50719;Русский язык;71;2014
50719;Математика;52;2014
50719;Обществознание;69;2014
50719;Французский язык;79;2014
50727;Русский язык;72;2014
50727;Английский язык;73;2014
50727;Математика;77;2014
50727;Обществознание;69;2014
50731;Русский язык;68;2014
50731;Математика;60;2014
50731;Обществознание;78;2014
50731;История;67;2014
50733;Русский язык;63;2014
50733;Математика;60;2014
50733;Обществознание;75;2014
50735;Русский язык;76;2014
50735;Математика;56;2014
50735;Обществознание;75;2014
50751;Русский язык;100;2014
50751;Английский язык;94;2014
50751;Математика;60;2014
50751;Обществознание;68;2014
50755;Русский язык;95;2014
50755;Математика;74;2014
50755;Обществознание;80;2014
50767;Русский язык;90;2014
50767;Математика;77;2014
50767;Обществознание;95;2014
50770;Русский язык;70;2014
50770;Английский язык;89;2014
50770;Математика;68;2014
50770;Обществознание;62;2014
50775;Русский язык;82;2014
50775;Английский язык;77;2014
50775;Математика;56;2014
50775;Обществознание;61;2014
50794;Русский язык;68;2014
50794;Математика;63;2014
50794;Обществознание;69;2014
50794;Физика;48;2014
50827;Русский язык;90;2014
50827;Математика;87;2014
50827;Обществознание;100;2014
50835;Русский язык;82;2014
50835;Английский язык;88;2014
50835;Математика;79;2014
50835;Обществознание;85;2014
50845;Русский язык;100;2014
50845;Английский язык;93;2014
50845;Математика;68;2014
50845;Обществознание;78;2014
50862;Русский язык;56;2014
50862;Математика;48;2014
50862;Обществознание;88;2014
50869;Русский язык;82;2014
50869;Английский язык;84;2014
50869;Математика;56;2014
50869;Обществознание;61;2014
50874;Русский язык;87;2014
50874;Английский язык;75;2014
50874;Математика;60;2014
50874;Обществознание;65;2014
50895;Русский язык;70;2014
50895;Математика;48;2014
50895;Обществознание;88;2014
50897;Русский язык;54;2014
50897;Математика;56;2014
50897;Обществознание;59;2014
50911;Русский язык;62;2014
50911;Математика;40;2014
50911;Обществознание;52;2014
50927;Русский язык;92;2014
50927;Английский язык;90;2014
50927;Математика;81;2014
50927;Обществознание;80;2014
50932;Русский язык;84;2014
50932;Математика;63;2014
50932;Обществознание;78;2014
50933;Русский язык;69;2014
50933;Английский язык;79;2014
50933;Математика;74;2014
50933;Обществознание;71;2014
50935;Русский язык;72;2014
50935;Математика;70;2014
50935;Обществознание;68;2014
50941;Русский язык;98;2014
50941;Математика;92;2014
50941;Обществознание;78;2014
50946;Русский язык;79;2014
50946;Математика;68;2014
50946;Обществознание;71;2014
50947;Русский язык;84;2014
50947;Английский язык;78;2014
50947;Математика;74;2014
50947;Обществознание;71;2014
51019;Русский язык;90;2014
51019;Английский язык;79;2014
51019;Математика;90;2014
51019;Обществознание;72;2014
51056;Русский язык;72;2014
51056;Английский язык;67;2014
51056;Математика;79;2014
51056;Обществознание;67;2014
51057;Русский язык;82;2014
51057;Математика;60;2014
51057;Обществознание;85;2014
51080;Русский язык;60;2014
51080;Математика;60;2014
51080;Обществознание;67;2014
51082;Русский язык;90;2014
51082;Математика;72;2014
51082;География;53;2014
51082;Обществознание;90;2014
51083;Русский язык;87;2014
51083;Математика;56;2014
51083;Обществознание;67;2014
51099;Русский язык;87;2014
51099;Математика;63;2014
51099;Обществознание;71;2014
51149;Русский язык;92;2014
51149;Математика;77;2014
51149;Обществознание;88;2014
51149;История;69;2014
51162;Русский язык;84;2014
51162;Математика;60;2014
51162;Обществознание;80;2014
51168;Русский язык;62;2014
51168;Математика;70;2014
51168;Обществознание;58;2014
51178;Русский язык;65;2014
51178;Математика;56;2014
51178;Обществознание;62;2014
51179;Русский язык;92;2014
51179;Математика;74;2014
51179;Обществознание;83;2014
51183;Русский язык;90;2014
51183;Английский язык;60;2014
51183;Математика;63;2014
51183;Обществознание;80;2014
51187;Русский язык;71;2013
51187;Математика;56;2013
51187;Обществознание;66;2013
51220;Русский язык;76;2014
51220;Математика;92;2014
51220;Обществознание;80;2014
51230;Русский язык;53;2014
51230;Математика;66;2014
51230;Обществознание;62;2014
51231;Русский язык;76;2014
51231;Математика;56;2014
51231;Обществознание;59;2014
51240;Русский язык;53;2014
51240;Русский язык;70;2013
51240;Информатика и ИКТ;84;2013
51240;Математика;60;2014
51240;Математика;56;2013
51240;Обществознание;62;2014
51240;Обществознание;50;2013
51240;Физика;75;2013
51244;Русский язык;87;2014
51244;Математика;63;2014
51244;Обществознание;71;2014
51249;Русский язык;76;2014
51249;Английский язык;60;2014
51249;Математика;68;2014
51249;Обществознание;61;2014
51262;Русский язык;90;2014
51262;Английский язык;95;2014
51262;Математика;68;2014
51262;Обществознание;75;2014
51262;История;67;2014
51269;Русский язык;84;2014
51269;Математика;66;2014
51269;Обществознание;98;2014
51269;История;82;2014
51288;Русский язык;69;2014
51288;Английский язык;55;2014
51288;Математика;66;2014
51288;Обществознание;66;2014
51306;Русский язык;92;2014
51306;Английский язык;99;2014
51306;Математика;72;2014
51306;Обществознание;72;2014
51313;Русский язык;72;2014
51313;Математика;63;2014
51313;Обществознание;65;2014
51357;Русский язык;73;2014
51357;Английский язык;78;2014
51357;Математика;87;2014
51357;Обществознание;98;2014
51391;Русский язык;90;2014
51391;Математика;56;2014
51391;Обществознание;80;2014
51394;Русский язык;60;2014
51394;Английский язык;77;2014
51394;Математика;70;2014
51394;Обществознание;75;2014
51397;Русский язык;66;2014
51397;Математика;56;2014
51397;Обществознание;57;2014
51409;Русский язык;71;2014
51409;Математика;44;2014
51409;Обществознание;58;2014
51409;Немецкий язык;42;2014
51426;Русский язык;84;2014
51426;Английский язык;79;2014
51426;Математика;66;2014
51426;Обществознание;85;2014
51461;Русский язык;87;2014
51461;Математика;83;2014
51461;Обществознание;90;2014
51479;Русский язык;48;2014
51479;Английский язык;49;2014
51479;Математика;60;2014
51479;Обществознание;59;2014
51479;История;54;2014
51501;Русский язык;87;2014
51501;Математика;83;2014
51501;Обществознание;83;2014
51502;Русский язык;62;2014
51502;Математика;56;2014
51502;Обществознание;68;2014
51517;Русский язык;64;2014
51517;Математика;48;2014
51517;Обществознание;57;2014
51585;Русский язык;52;2014
51585;Английский язык;44;2014
51585;Математика;36;2014
51585;Обществознание;62;2014
51593;Русский язык;79;2014
51593;Математика;85;2014
51593;Обществознание;68;2014
51616;Русский язык;90;2014
51616;Английский язык;90;2014
51616;Математика;63;2014
51616;Обществознание;78;2014
51632;Русский язык;76;2014
51632;Математика;63;2014
51632;Обществознание;66;2014
51646;Русский язык;70;2014
51646;Математика;52;2014
51646;Обществознание;83;2014
51648;Русский язык;56;2014
51648;Математика;74;2014
51648;Обществознание;85;2014
51649;Русский язык;68;2013
51649;Русский язык;82;2014
51649;Английский язык;60;2013
51649;Английский язык;67;2014
51649;Математика;56;2013
51649;Математика;60;2014
51649;Обществознание;68;2013
51655;Русский язык;87;2014
51655;Английский язык;94;2014
51655;Математика;79;2014
51655;Обществознание;95;2014
51712;Русский язык;67;2014
51712;Английский язык;80;2014
51712;Математика;48;2014
51712;Обществознание;78;2014
51723;Русский язык;69;2014
51723;Английский язык;89;2014
51723;Математика;70;2014
51723;Обществознание;83;2014
51723;История;65;2014
51733;Русский язык;84;2014
51733;Английский язык;99;2014
51733;Математика;60;2014
51733;Обществознание;78;2014
51736;Русский язык;79;2014
51736;Английский язык;88;2014
51736;Математика;70;2014
51736;Обществознание;88;2014
51738;Русский язык;84;2014
51738;Английский язык;85;2014
51738;Математика;74;2014
51738;Обществознание;85;2014
51738;Французский язык;83;2014
51740;Русский язык;92;2014
51740;Математика;83;2014
51740;Обществознание;93;2014
51740;Физика;88;2014
51789;Русский язык;76;2014
51789;Английский язык;37;2014
51789;Математика;74;2014
51789;Обществознание;88;2014
51789;Физика;53;2014
51790;Русский язык;82;2014
51790;Английский язык;80;2014
51790;Математика;60;2014
51790;Обществознание;88;2014
51790;История;91;2014
51796;Русский язык;84;2014
51796;Математика;70;2014
51796;Обществознание;71;2014
51796;Немецкий язык;50;2014
51806;Русский язык;71;2014
51806;Английский язык;47;2014
51806;Математика;63;2014
51806;Обществознание;70;2014
51855;Русский язык;90;2014
51855;Математика;72;2014
51855;Обществознание;100;2014
51868;Русский язык;82;2014
51868;Математика;60;2014
51868;Обществознание;67;2014
51877;Русский язык;49;2014
51877;Английский язык;75;2014
51877;Математика;44;2014
51877;Обществознание;75;2014
51891;Русский язык;59;2014
51891;Математика;48;2014
51891;Обществознание;85;2014
51903;Русский язык;76;2014
51903;Математика;83;2014
51903;Обществознание;88;2014
51926;Русский язык;69;2014
51926;Математика;66;2014
51926;Обществознание;58;2014
51938;Русский язык;69;2014
51938;Математика;87;2014
51938;Обществознание;83;2014
51938;Немецкий язык;52;2014
51951;Русский язык;87;2014
51951;Английский язык;99;2014
51951;Математика;56;2014
51951;Обществознание;72;2014
51960;Русский язык;92;2014
51960;Математика;68;2014
51960;Обществознание;78;2014
51960;Немецкий язык;74;2014
51975;Русский язык;72;2014
51975;Английский язык;84;2014
51975;Математика;70;2014
51975;Обществознание;67;2014
51976;Русский язык;84;2014
51976;Математика;77;2014
51976;Обществознание;93;2014
51976;Физика;62;2014
51984;Русский язык;61;2014
51984;Математика;60;2014
51984;Обществознание;64;2014
51984;Физика;36;2014
51998;Русский язык;72;2014
51998;Математика;72;2014
51998;Обществознание;95;2014
51998;Физика;62;2014
52006;Русский язык;67;2014
52006;Английский язык;57;2014
52006;Математика;56;2014
52006;Обществознание;70;2014
52044;Русский язык;82;2014
52044;Английский язык;74;2014
52044;Математика;72;2014
52044;Обществознание;83;2014
52071;Русский язык;76;2014
52071;Математика;44;2014
52071;Обществознание;55;2014
52096;Русский язык;90;2014
52096;Математика;74;2014
52096;Обществознание;93;2014
52113;Русский язык;66;2014
52113;Английский язык;68;2014
52113;Математика;63;2014
52113;Обществознание;80;2014
52158;Русский язык;67;2014
52158;Английский язык;88;2014
52158;Математика;52;2014
52158;Обществознание;69;2014
52162;Русский язык;69;2014
52162;Математика;68;2014
52162;Обществознание;78;2014
52177;Русский язык;76;2014
52177;Английский язык;93;2014
52177;Математика;68;2014
52177;Обществознание;78;2014
52187;Русский язык;68;2014
52187;Математика;52;2014
52187;Обществознание;70;2014
52198;Русский язык;69;2014
52198;Английский язык;65;2014
52198;Математика;60;2014
52198;Обществознание;69;2014
52221;Русский язык;51;2014
52221;Математика;36;2014
52221;Обществознание;59;2014
52221;История;44;2014
52245;Русский язык;68;2014
52245;Математика;66;2014
52245;Обществознание;78;2014
52246;Русский язык;76;2014
52246;Английский язык;87;2014
52246;Математика;74;2014
52246;Обществознание;64;2014
52280;Русский язык;53;2014
52280;Математика;36;2014
52280;Обществознание;52;2014
52292;Русский язык;64;2014
52292;Математика;60;2014
52292;Обществознание;62;2014
52298;Русский язык;82;2014
52298;Математика;66;2014
52298;Обществознание;71;2014
52310;Русский язык;59;2014
52310;Математика;48;2014
52310;Обществознание;65;2014
52310;Физика;45;2014
52310;Биология;70;2014
52376;Русский язык;79;2014
52376;Математика;63;2014
52376;Обществознание;62;2014
52385;Русский язык;87;2014
52385;Английский язык;84;2014
52385;Математика;87;2014
52385;Обществознание;88;2014
52413;Русский язык;66;2014
52413;Английский язык;87;2014
52413;Математика;60;2014
52413;Обществознание;93;2014
52436;Русский язык;73;2014
52436;Английский язык;93;2014
52436;Математика;40;2014
52436;Обществознание;80;2014
52443;Русский язык;72;2014
52443;Математика;60;2014
52443;Обществознание;90;2014
52449;Русский язык;70;2014
52449;Английский язык;39;2014
52449;Математика;56;2014
52449;Обществознание;68;2014
52452;Русский язык;76;2014
52452;Математика;52;2014
52452;Обществознание;62;2014
52508;Русский язык;76;2014
52508;Английский язык;83;2014
52508;Математика;72;2014
52508;Обществознание;60;2014
52532;Русский язык;61;2014
52532;Математика;36;2014
52532;Обществознание;54;2014
52624;Русский язык;68;2014
52624;Английский язык;52;2014
52624;Математика;56;2014
52624;Обществознание;59;2014
52637;Русский язык;79;2014
52637;Английский язык;83;2014
52637;Математика;72;2014
52637;Обществознание;78;2014
52656;Русский язык;87;2014
52656;Математика;68;2014
52656;Обществознание;98;2014
52668;Русский язык;64;2014
52668;Математика;60;2014
52668;Обществознание;60;2014
52683;Русский язык;66;2014
52683;Английский язык;93;2014
52683;Математика;52;2014
52683;Обществознание;65;2014
52687;Русский язык;63;2014
52687;Английский язык;85;2014
52687;Математика;66;2014
52687;Обществознание;53;2014
52692;Русский язык;95;2014
52692;Математика;85;2014
52692;Обществознание;80;2014
52692;Физика;77;2014
52697;Русский язык;87;2014
52697;Английский язык;67;2014
52697;Математика;74;2014
52697;Обществознание;72;2014
52697;История;61;2014
52698;Русский язык;84;2014
52698;Математика;66;2014
52698;Обществознание;78;2014
52707;Русский язык;73;2014
52707;Математика;70;2014
52707;Обществознание;71;2014
52709;Русский язык;82;2014
52709;Математика;56;2014
52709;Обществознание;80;2014
52713;Русский язык;60;2014
52713;Математика;56;2014
52713;Обществознание;67;2014
52728;Русский язык;69;2014
52728;Информатика и ИКТ;67;2014
52728;Математика;60;2014
52728;Обществознание;61;2014
52742;Русский язык;65;2014
52742;Математика;40;2014
52742;Обществознание;54;2014
52750;Русский язык;73;2014
52750;Математика;63;2014
52750;Обществознание;58;2014
52763;Русский язык;87;2014
52763;Математика;74;2014
52763;Обществознание;90;2014
52790;Русский язык;100;2014
52790;Математика;77;2014
52790;Обществознание;80;2014
52802;Русский язык;70;2014
52802;Математика;63;2014
52802;Обществознание;71;2014
52802;Физика;41;2014
52802;История;58;2014
52810;Русский язык;92;2014
52810;Английский язык;42;2014
52810;Математика;68;2014
52810;Обществознание;65;2014
52810;История;51;2014
52823;Русский язык;65;2014
52823;Английский язык;69;2014
52823;Математика;66;2014
52823;Обществознание;63;2014
52876;Русский язык;70;2014
52876;Математика;66;2014
52876;Обществознание;56;2014
52883;Русский язык;98;2014
52883;Математика;98;2014
52883;Обществознание;80;2014
52927;Русский язык;71;2014
52927;Математика;68;2014
52927;Обществознание;78;2014
52931;Русский язык;76;2014
52931;Математика;40;2014
52931;Обществознание;67;2014
52981;Русский язык;76;2014
52981;Математика;60;2014
52981;Обществознание;72;2014
52981;Французский язык;75;2014
52987;Русский язык;82;2014
52987;Математика;70;2014
52987;Обществознание;71;2014
53024;Русский язык;65;2014
53024;Математика;63;2014
53024;Обществознание;83;2014
53040;Русский язык;51;2014
53040;Математика;60;2014
53040;Обществознание;64;2014
53073;Русский язык;84;2014
53073;Математика;63;2014
53073;Обществознание;69;2014
53105;Русский язык;79;2014
53105;Математика;63;2014
53105;Обществознание;78;2014
53105;История;82;2014
53107;Русский язык;63;2014
53107;Математика;52;2014
53107;Обществознание;65;2014
53119;Русский язык;69;2014
53119;Английский язык;80;2014
53119;Математика;48;2014
53119;Обществознание;59;2014
53135;Русский язык;71;2014
53135;Английский язык;53;2014
53135;Математика;79;2014
53135;Обществознание;80;2014
53142;Русский язык;72;2014
53142;Английский язык;59;2014
53142;Математика;44;2014
53142;Обществознание;65;2014
53142;Литература;54;2014
53142;История;60;2014
53167;Русский язык;64;2014
53167;Математика;60;2014
53167;Обществознание;71;2014
53181;Русский язык;72;2014
53181;Английский язык;94;2014
53181;Математика;63;2014
53181;Обществознание;68;2014
53183;Русский язык;73;2014
53183;Математика;52;2014
53183;Обществознание;72;2014
53237;Русский язык;87;2014
53237;Английский язык;92;2014
53237;Математика;81;2014
53237;Обществознание;80;2014
53244;Русский язык;70;2014
53244;Английский язык;95;2014
53244;Математика;81;2014
53244;Обществознание;95;2014
53265;Русский язык;87;2014
53265;Английский язык;74;2014
53265;Математика;68;2014
53265;Обществознание;80;2014
53270;Русский язык;73;2014
53270;Математика;40;2014
53270;Обществознание;67;2014
53277;Русский язык;72;2014
53277;Английский язык;39;2014
53277;Математика;52;2014
53277;Обществознание;65;2014
53277;История;58;2014
53295;Русский язык;87;2014
53295;Математика;66;2014
53295;Обществознание;68;2014
53321;Русский язык;92;2014
53321;Математика;77;2014
53321;Обществознание;95;2014
53321;История;57;2014
53323;Русский язык;90;2014
53323;Математика;87;2014
53323;Обществознание;90;2014
53349;Русский язык;82;2014
53349;Английский язык;65;2014
53349;Математика;77;2014
53349;Обществознание;62;2014
53352;Русский язык;92;2014
53352;Математика;74;2014
53352;Обществознание;88;2014
53371;Русский язык;70;2014
53371;Английский язык;82;2014
53371;Математика;68;2014
53371;Обществознание;67;2014
53371;История;72;2014
53385;Русский язык;87;2014
53385;Английский язык;74;2014
53385;Математика;74;2014
53385;Обществознание;95;2014
53386;Русский язык;87;2014
53386;Математика;100;2014
53386;Обществознание;88;2014
53392;Русский язык;69;2014
53392;Математика;44;2014
53392;Обществознание;66;2014
53393;Русский язык;92;2014
53393;Математика;77;2014
53393;Обществознание;93;2014
53442;Русский язык;76;2014
53442;Математика;90;2014
53442;Обществознание;90;2014
53446;Русский язык;66;2014
53446;Математика;52;2014
53446;Обществознание;59;2014
53543;Русский язык;60;2014
53543;Математика;63;2014
53543;Обществознание;64;2014
53553;Русский язык;60;2014
53553;Математика;60;2014
53553;Обществознание;56;2014
53554;Русский язык;58;2014
53554;Математика;66;2014
53554;Обществознание;63;2014
53564;Русский язык;65;2014
53564;Математика;66;2014
53564;Обществознание;78;2014
53588;Русский язык;72;2014
53588;Математика;68;2014
53588;Обществознание;56;2014
53588;Немецкий язык;30;2014
53589;Русский язык;55;2014
53589;Английский язык;45;2014
53589;Математика;44;2014
53589;Обществознание;59;2014
53598;Русский язык;98;2014
53598;Математика;52;2014
53598;Обществознание;69;2014
53615;Русский язык;62;2014
53615;Математика;66;2014
53615;Обществознание;69;2014
53625;Русский язык;73;2014
53625;Математика;44;2014
53625;Обществознание;78;2014
53638;Русский язык;62;2014
53638;Математика;52;2014
53638;Обществознание;75;2014
53639;Русский язык;64;2014
53639;Математика;63;2014
53639;Обществознание;72;2014
53642;Русский язык;68;2014
53642;Математика;60;2014
53642;Обществознание;65;2014
53664;Русский язык;72;2014
53664;Математика;90;2014
53664;Обществознание;78;2014
53706;Русский язык;82;2014
53706;Математика;77;2014
53706;Обществознание;72;2014
53730;Русский язык;59;2014
53730;Английский язык;68;2014
53730;Математика;68;2014
53730;Обществознание;65;2014
53738;Русский язык;100;2014
53738;Математика;81;2014
53738;Обществознание;98;2014
53759;Русский язык;84;2014
53759;Математика;87;2014
53759;Обществознание;88;2014
53759;История;40;2014
53815;Русский язык;58;2014
53815;Математика;63;2014
53815;Обществознание;58;2014
53864;Русский язык;71;2014
53864;Математика;63;2014
53864;Обществознание;62;2014
53867;Русский язык;73;2014
53867;Математика;52;2014
53867;Обществознание;78;2014
53922;Русский язык;87;2014
53922;Математика;94;2014
53922;Обществознание;78;2014
53922;История;75;2014
53924;Русский язык;87;2014
53924;Английский язык;94;2014
53924;Математика;74;2014
53924;Обществознание;88;2014
54003;Русский язык;73;2014
54003;Математика;66;2014
54003;Обществознание;75;2014
54003;История;70;2014
54007;Русский язык;68;2014
54007;Математика;66;2014
54007;Обществознание;62;2014
54014;Русский язык;70;2014
54014;Английский язык;53;2014
54014;Математика;44;2014
54014;Обществознание;78;2014
54026;Русский язык;76;2013
54026;Математика;60;2013
54026;География;73;2013
54026;Обществознание;57;2014
54026;Физика;55;2013
54039;Русский язык;69;2014
54039;Математика;70;2014
54039;Обществознание;85;2014
54064;Русский язык;56;2014
54064;Английский язык;73;2014
54064;Математика;44;2014
54064;Обществознание;66;2014
54110;Русский язык;53;2014
54110;Математика;48;2014
54110;Обществознание;63;2014
54111;Русский язык;84;2014
54111;Английский язык;98;2014
54111;Математика;79;2014
54111;Обществознание;75;2014
54119;Русский язык;62;2014
54119;Английский язык;59;2014
54119;Математика;56;2014
54119;Обществознание;48;2014
54119;Литература;72;2014
54119;История;37;2014
54122;Русский язык;67;2014
54122;Математика;66;2014
54122;Обществознание;88;2014
54183;Русский язык;66;2014
54183;Математика;60;2014
54183;Обществознание;63;2014
54190;Русский язык;92;2014
54190;Математика;68;2014
54190;Обществознание;98;2014
54190;История;89;2014
54235;Русский язык;71;2014
54235;Английский язык;73;2014
54235;Математика;87;2014
54235;Обществознание;78;2014
54252;Русский язык;90;2014
54252;Английский язык;88;2014
54252;Математика;70;2014
54252;Обществознание;90;2014
54282;Русский язык;72;2014
54282;Математика;63;2014
54282;Обществознание;78;2014
54282;История;56;2014
54342;Русский язык;76;2014
54342;Математика;60;2014
54342;Обществознание;72;2014
54348;Русский язык;95;2014
54348;Английский язык;72;2014
54348;Математика;48;2014
54348;Обществознание;71;2014
54348;Физика;48;2014
54386;Русский язык;90;2014
54386;Английский язык;89;2014
54386;Математика;79;2014
54386;Обществознание;100;2014
54389;Русский язык;76;2014
54389;Английский язык;84;2014
54389;Математика;72;2014
54389;Обществознание;75;2014
54416;Русский язык;66;2014
54416;Английский язык;77;2014
54416;Математика;74;2014
54416;Обществознание;71;2014
54416;Физика;67;2014
54416;История;86;2014
54470;Русский язык;64;2014
54470;Математика;66;2014
54470;Обществознание;65;2014
54476;Русский язык;65;2014
54476;Английский язык;33;2014
54476;Математика;60;2014
54476;Обществознание;83;2014
54484;Русский язык;79;2014
54484;Английский язык;42;2014
54484;Математика;90;2014
54484;Обществознание;80;2014
54484;Физика;69;2014
54494;Русский язык;73;2014
54494;Английский язык;65;2014
54494;Математика;77;2014
54494;Обществознание;70;2014
54510;Русский язык;87;2014
54510;Математика;68;2014
54510;Обществознание;83;2014
54521;Русский язык;62;2014
54521;Математика;52;2014
54521;Обществознание;59;2014
54521;Биология;43;2014
54568;Русский язык;90;2014
54568;Английский язык;92;2014
54568;Математика;44;2014
54568;Обществознание;71;2014
54607;Русский язык;63;2014
54607;Математика;40;2014
54607;Обществознание;72;2014
54631;Русский язык;69;2014
54631;Математика;63;2014
54631;Обществознание;66;2014
54698;Русский язык;72;2014
54698;Английский язык;72;2014
54698;Математика;81;2014
54698;Обществознание;68;2014
54770;Русский язык;61;2014
54770;Математика;60;2014
54770;Обществознание;75;2014
54786;Русский язык;90;2014
54786;Английский язык;84;2014
54786;Математика;60;2014
54786;Обществознание;61;2014
54809;Русский язык;61;2014
54809;Математика;40;2014
54809;Обществознание;63;2014
54809;История;42;2014
54823;Русский язык;76;2014
54823;Математика;85;2014
54823;Обществознание;88;2014
54874;Русский язык;92;2014
54874;Математика;63;2014
54874;Обществознание;93;2014
54877;Русский язык;76;2014
54877;Математика;66;2014
54877;Обществознание;72;2014
54944;Русский язык;63;2014
54944;Математика;60;2014
54944;Обществознание;65;2014
54944;Химия;36;2014
54991;Русский язык;64;2014
54991;Математика;68;2014
54991;Обществознание;70;2014
55058;Русский язык;73;2014
55058;Математика;66;2014
55058;Обществознание;70;2014
55060;Русский язык;90;2014
55060;Английский язык;78;2014
55060;Математика;74;2014
55060;Обществознание;85;2014
55092;Русский язык;67;2014
55092;Математика;60;2014
55092;Обществознание;63;2014
55134;Русский язык;92;2014
55134;Английский язык;90;2014
55134;Математика;68;2014
55134;Обществознание;67;2014
55169;Русский язык;71;2014
55169;Математика;68;2014
55169;Обществознание;70;2014
55170;Русский язык;61;2014
55170;Английский язык;58;2014
55170;Математика;56;2014
55170;Обществознание;64;2014
55174;Русский язык;76;2014
55174;Математика;66;2014
55174;Обществознание;88;2014
55174;Немецкий язык;54;2014
55182;Русский язык;71;2014
55182;Математика;92;2014
55182;Обществознание;95;2014
55276;Русский язык;82;2014
55276;Математика;56;2014
55276;Обществознание;80;2014
55325;Русский язык;76;2014
55325;Математика;79;2014
55325;Обществознание;75;2014
55331;Русский язык;76;2014
55331;Русский язык;73;2013
55331;Математика;90;2014
55331;Математика;72;2013
55331;Обществознание;93;2014
