stud_kod;predmet_name;ball;year
62965;Обществознание;83;2014
62965;История;79;2014
62965;Биология;68;2014
62968;Русский язык;84;2014
62968;Математика;81;2014
62968;Обществознание;72;2014
63039;Русский язык;84;2014
63039;Английский язык;79;2014
63039;Математика;63;2014
63039;Обществознание;90;2014
63085;Русский язык;69;2014
63085;Информатика и ИКТ;68;2014
63085;Математика;70;2014
63085;Обществознание;67;2014
63115;Русский язык;68;2014
63115;Английский язык;95;2014
63115;Математика;81;2014
63115;Обществознание;78;2014
63120;Русский язык;87;2014
63120;Математика;83;2014
63120;Обществознание;93;2014
63120;История;91;2014
63205;Русский язык;68;2013
63205;Математика;70;2013
63205;Обществознание;62;2013
63242;Русский язык;62;2014
63242;Английский язык;82;2014
63242;Математика;60;2014
63242;Обществознание;56;2014
63315;Русский язык;64;2014
63315;Математика;56;2014
63315;Обществознание;80;2014
63315;История;52;2014
63348;Русский язык;66;2014
63348;Математика;60;2014
63348;Обществознание;65;2014
63365;Русский язык;68;2014
63365;Математика;60;2014
63365;Обществознание;90;2014
63416;Русский язык;50;2014
63416;Информатика и ИКТ;45;2014
63416;Математика;36;2014
63416;Обществознание;57;2014
63416;Физика;0;2014
63424;Русский язык;90;2014
63424;Математика;70;2014
63424;Обществознание;78;2014
63424;Французский язык;77;2014
63431;Русский язык;68;2014
63431;Английский язык;72;2014
63431;Математика;66;2014
63431;Обществознание;90;2014
63506;Русский язык;90;2014
63506;Математика;79;2014
63506;Обществознание;83;2014
63553;Русский язык;67;2014
63553;Английский язык;75;2014
63553;Информатика и ИКТ;68;2014
63553;Математика;56;2014
63553;Обществознание;58;2014
63585;Русский язык;82;2014
63585;Английский язык;72;2014
63585;Математика;70;2014
63585;Обществознание;72;2014
63612;Русский язык;70;2014
63612;Математика;56;2014
63612;Обществознание;85;2014
63643;Русский язык;53;2014
63643;Английский язык;62;2014
63643;Математика;40;2014
63643;Обществознание;75;2014
63678;Русский язык;73;2014
63678;Математика;60;2014
63678;Обществознание;78;2014
63678;Биология;60;2014
63684;Русский язык;90;2014
63684;Математика;72;2014
63684;Обществознание;100;2014
63698;Русский язык;87;2014
63698;Математика;72;2014
63698;Обществознание;57;2014
63698;Немецкий язык;80;2014
63720;Русский язык;72;2014
63720;Математика;60;2014
63720;Обществознание;71;2014
64030;Русский язык;76;2014
64030;Английский язык;84;2014
64030;Информатика и ИКТ;65;2014
64030;Математика;48;2014
64030;Обществознание;98;2014
64049;Русский язык;65;2014
64049;Математика;66;2014
64049;Обществознание;69;2014
64049;История;54;2014
64084;Русский язык;56;2014
64084;Информатика и ИКТ;49;2014
64084;Математика;66;2014
64084;Обществознание;71;2014
64084;Физика;51;2014
64089;Русский язык;68;2014
64089;Математика;52;2014
64089;Обществознание;71;2014
64123;Русский язык;64;2014
64123;Математика;40;2014
64123;Обществознание;85;2014
64123;Французский язык;44;2014
64139;Русский язык;87;2014
64139;Математика;79;2014
64139;Обществознание;83;2014
64156;Русский язык;66;2014
64156;Математика;68;2014
64156;Обществознание;60;2014
64167;Русский язык;69;2014
64167;Математика;44;2014
64167;Обществознание;88;2014
64177;Русский язык;90;2014
64177;Английский язык;73;2014
64177;Математика;72;2014
64177;Обществознание;59;2014
64244;Русский язык;64;2014
64244;Математика;60;2014
64244;Обществознание;69;2014
64244;История;56;2014
64259;Русский язык;52;2013
64259;Математика;40;2013
64259;Обществознание;56;2013
64347;Русский язык;79;2014
64347;Математика;63;2014
64347;Обществознание;71;2014
64349;Русский язык;82;2014
64349;Английский язык;80;2014
64349;Математика;63;2014
64349;Обществознание;68;2014
64369;Русский язык;63;2014
64369;Математика;56;2014
64369;Обществознание;68;2014
64375;Русский язык;92;2014
64375;Английский язык;89;2014
64375;Математика;85;2014
64375;Обществознание;83;2014
64389;Русский язык;73;2014
64389;Английский язык;39;2014
64389;Математика;70;2014
64389;Обществознание;68;2014
64401;Русский язык;56;2014
64401;Математика;66;2014
64401;Обществознание;66;2014
64402;Русский язык;53;2014
64402;Английский язык;67;2014
64402;Математика;63;2014
64402;Обществознание;59;2014
64402;История;51;2014
64440;Русский язык;79;2014
64440;Английский язык;62;2014
64440;Математика;68;2014
64440;Обществознание;78;2014
64440;Литература;73;2014
64507;Русский язык;69;2014
64507;Математика;36;2014
64507;Обществознание;60;2014
64554;Русский язык;61;2014
64554;Математика;56;2014
64554;Обществознание;67;2014
64554;Физика;36;2014
64558;Русский язык;71;2014
64558;Математика;48;2014
64558;Обществознание;60;2014
64564;Русский язык;84;2014
64564;Математика;96;2014
64564;Обществознание;78;2014
64633;Русский язык;67;2014
64633;Математика;60;2014
64633;Обществознание;70;2014
64779;Русский язык;68;2014
64779;Математика;40;2014
64779;Обществознание;51;2014
64779;Физика;38;2014
64881;Русский язык;90;2014
64881;Математика;85;2014
64881;Обществознание;78;2014
65015;Русский язык;69;2014
65015;Математика;66;2014
65015;Обществознание;75;2014
65015;История;51;2014
65068;Русский язык;67;2014
65068;Математика;52;2014
65068;Обществознание;63;2014
65353;Русский язык;64;2014
65353;Математика;52;2014
65353;Обществознание;68;2014
65353;История;45;2014
65370;Русский язык;82;2014
65370;Математика;60;2014
65370;Обществознание;61;2014
65371;Русский язык;76;2014
65371;Математика;40;2014
65371;Обществознание;60;2014
65371;Биология;55;2014
65373;Русский язык;71;2014
65373;Английский язык;84;2014
65373;Математика;66;2014
65373;Обществознание;68;2014
65373;История;70;2014
65388;Русский язык;84;2014
65388;Математика;79;2014
65388;Обществознание;98;2014
65388;Физика;60;2014
65388;Биология;74;2014
65396;Русский язык;71;2013
65396;Английский язык;97;2013
65396;Математика;52;2013
65396;Обществознание;69;2014
65460;Русский язык;63;2014
65460;Математика;48;2014
65460;Обществознание;71;2014
65460;История;55;2014
65467;Русский язык;57;2014
65467;Математика;36;2014
65467;Обществознание;62;2014
65640;Русский язык;70;2014
65640;Математика;60;2014
65640;Обществознание;51;2014
65648;Русский язык;52;2014
65648;Математика;48;2014
65648;Обществознание;55;2014
65654;Русский язык;72;2014
65654;Английский язык;70;2014
65654;Информатика и ИКТ;76;2014
65654;Математика;81;2014
65654;Обществознание;93;2014
65838;Русский язык;90;2014
65838;Английский язык;63;2014
65838;Математика;60;2014
65838;Обществознание;61;2014
65864;Русский язык;87;2014
65864;Английский язык;32;2014
65864;Математика;90;2014
65864;Обществознание;85;2014
65883;Русский язык;90;2014
65883;Английский язык;78;2014
65883;Математика;85;2014
65883;Обществознание;75;2014
65883;История;86;2014
65961;Русский язык;79;2014
65961;Английский язык;92;2014
65961;Математика;60;2014
65961;Обществознание;68;2014
66027;Русский язык;66;2014
66027;Математика;68;2014
66027;Обществознание;65;2014
66063;Русский язык;60;2014
66063;Математика;52;2014
66063;Обществознание;46;2014
66149;Русский язык;76;2014
66149;Математика;56;2014
66149;Обществознание;88;2014
66256;Русский язык;95;2014
66256;Английский язык;83;2014
66256;Математика;72;2014
66256;Обществознание;88;2014
66305;Русский язык;66;2014
66305;Математика;70;2014
66305;Обществознание;48;2014
66305;История;0;2014
66337;Русский язык;71;2013
66337;Английский язык;67;2014
66337;Математика;66;2013
66337;Обществознание;72;2014
66337;Физика;43;2013
66337;История;37;2014
66414;Русский язык;90;2014
66414;Математика;66;2014
66414;Обществознание;68;2014
66486;Русский язык;67;2014
66486;Английский язык;52;2014
66486;Математика;60;2014
66486;Обществознание;57;2014
66530;Русский язык;79;2014
66530;Математика;68;2014
66530;Обществознание;64;2014
66597;Русский язык;95;2014
66597;Математика;81;2014
66597;Обществознание;95;2014
66698;Русский язык;67;2014
66698;Математика;66;2014
66698;Обществознание;57;2013
66698;Обществознание;57;2014
66708;Русский язык;65;2014
66708;Математика;60;2014
66708;Обществознание;52;2014
66708;История;40;2014
66944;Русский язык;63;2013
66944;Английский язык;44;2013
66944;Математика;48;2013
66944;Обществознание;59;2013
67094;Русский язык;67;2014
67094;Математика;40;2014
67094;Обществознание;65;2014
67094;История;52;2014
67201;Русский язык;59;2014
67201;Английский язык;68;2014
67201;Математика;66;2014
67201;Обществознание;66;2014
44628;Русский язык;70;2013
44628;Английский язык;49;2013
44628;Математика;66;2013
44628;Обществознание;65;2013
300128;Русский язык;84;2015
300128;Английский язык;53;2015
300128;Математика;48;2015
300128;Обществознание;68;2015
300128;Французский язык;80;2015
300170;Русский язык;87;2015
300170;Математика;70;2015
300170;Обществознание;68;2015
300199;Русский язык;98;2015
300199;Английский язык;38;2015
300199;Математика;72;2015
300199;Обществознание;86;2015
300248;Русский язык;73;2015
300248;Математика;68;2015
300248;Обществознание;64;2015
300369;Русский язык;90;2015
300369;Английский язык;62;2015
300369;Математика;73;2015
300369;Обществознание;67;2015
300432;Русский язык;92;2015
300432;Английский язык;63;2015
300432;Математика;73;2015
300432;Обществознание;93;2015
300434;Русский язык;49;2015
300434;Русский язык;63;2014
300434;Русский язык;53;2013
300434;Математика;36;2015
300434;Математика;36;2013
300434;Обществознание;48;2015
300434;Химия;77;2014
300434;Химия;46;2013
300434;Биология;79;2014
300434;Биология;56;2013
300466;Русский язык;64;2015
300466;Английский язык;55;2015
300466;Математика;56;2015
300466;Обществознание;70;2015
300472;Русский язык;69;2015
300472;Английский язык;40;2015
300472;Математика;70;2015
300472;Обществознание;51;2015
300498;Русский язык;98;2015
300498;Английский язык;49;2015
300498;Математика;75;2015
300498;Обществознание;96;2015
300505;Русский язык;68;2015
300505;Математика;70;2015
300505;Обществознание;58;2015
300548;Русский язык;64;2015
300548;Математика;52;2015
300548;Обществознание;72;2015
300553;Русский язык;67;2015
300553;Математика;44;2015
300553;Обществознание;67;2015
300554;Русский язык;84;2015
300554;Математика;77;2015
300554;Обществознание;75;2015
300585;Русский язык;90;2015
300585;Математика;72;2015
300585;Обществознание;82;2015
300591;Русский язык;90;2015
300591;Английский язык;79;2015
300591;Математика;44;2015
300591;Обществознание;77;2015
300606;Русский язык;72;2015
300606;Математика;60;2015
300606;Обществознание;62;2015
300641;Русский язык;87;2015
300641;Математика;72;2015
300641;Обществознание;79;2015
300657;Русский язык;63;2015
300657;Английский язык;33;2015
300657;Математика;56;2015
300657;Обществознание;63;2015
300681;Русский язык;84;2015
300681;Математика;48;2015
300681;Обществознание;69;2015
300702;Русский язык;73;2015
300702;Английский язык;69;2015
300702;Математика;70;2015
300702;Обществознание;57;2015
300717;Русский язык;61;2015
300717;Математика;44;2015
300717;Обществознание;57;2015
300734;Русский язык;73;2015
300734;Английский язык;48;2015
300734;Математика;68;2015
300734;Обществознание;60;2015
300734;Физика;60;2015
300741;Русский язык;76;2015
300741;Английский язык;93;2015
300741;Математика;82;2015
300741;Обществознание;91;2015
300767;Русский язык;73;2015
300767;Математика;64;2015
300767;Обществознание;69;2015
300768;Русский язык;72;2015
300768;Английский язык;89;2015
300768;Математика;73;2015
300768;Обществознание;77;2015
300794;Русский язык;87;2015
300794;Английский язык;73;2015
300794;Математика;79;2015
300794;Обществознание;91;2015
300826;Русский язык;71;2015
300826;Английский язык;64;2015
300826;Математика;60;2015
300826;Обществознание;69;2015
300835;Русский язык;82;2015
300835;Информатика и ИКТ;58;2015
300835;Математика;73;2015
300835;Обществознание;79;2015
300837;Русский язык;87;2015
300837;Английский язык;87;2015
300837;Математика;60;2015
300837;Обществознание;75;2015
300851;Русский язык;95;2015
300851;Математика;73;2015
300851;Обществознание;75;2015
300851;История;70;2015
300853;Русский язык;66;2015
300853;Математика;64;2015
300853;Обществознание;77;2015
300853;История;68;2015
300869;Русский язык;82;2015
300869;Математика;60;2015
300869;Обществознание;60;2015
300882;Русский язык;90;2015
300882;Английский язык;58;2015
300882;Математика;72;2015
300882;Обществознание;75;2015
300914;Русский язык;92;2015
300914;Английский язык;84;2015
300914;Математика;75;2015
300914;Обществознание;77;2015
300959;Русский язык;54;2015
300959;Математика;36;2015
300959;Обществознание;60;2015
300959;История;55;2015
300965;Русский язык;68;2015
300965;Математика;52;2015
300965;Обществознание;60;2015
300966;Русский язык;90;2015
300966;Математика;79;2015
300966;Обществознание;89;2015
300982;Русский язык;82;2015
300982;Английский язык;87;2015
300982;Математика;77;2015
300982;Обществознание;82;2015
300984;Русский язык;92;2015
300984;Математика;68;2015
300984;Обществознание;72;2015
300996;Русский язык;98;2015
300996;Математика;86;2015
300996;Обществознание;72;2015
301003;Русский язык;87;2015
301003;Английский язык;63;2015
301003;Математика;70;2015
301003;Обществознание;82;2015
301020;Русский язык;84;2015
301020;Математика;73;2015
301020;Обществознание;79;2015
301097;Русский язык;95;2015
301097;Математика;80;2015
301097;Обществознание;82;2015
301103;Русский язык;95;2015
301103;Математика;72;2015
301103;Обществознание;86;2015
301104;Русский язык;84;2015
301104;Английский язык;64;2015
301104;Математика;77;2015
301104;Обществознание;75;2015
301145;Русский язык;82;2015
301145;Математика;52;2015
301145;Обществознание;71;2015
301150;Русский язык;68;2015
301150;Английский язык;48;2015
301150;Математика;40;2015
301150;Обществознание;63;2015
301152;Русский язык;70;2015
301152;Математика;79;2015
301152;Обществознание;69;2015
301156;Русский язык;61;2015
301156;Математика;36;2015
301156;Обществознание;49;2015
301182;Русский язык;67;2015
301182;Английский язык;53;2015
301182;Математика;68;2015
301182;Обществознание;71;2015
301186;Русский язык;92;2015
301186;Математика;77;2015
301186;Обществознание;84;2015
301193;Русский язык;87;2015
301193;Английский язык;70;2015
301193;Математика;73;2015
301193;Обществознание;82;2015
301197;Русский язык;63;2015
301197;Английский язык;69;2015
301197;Математика;56;2015
301197;Обществознание;79;2015
301213;Русский язык;90;2015
301213;Математика;68;2015
301213;Обществознание;72;2015
301247;Русский язык;92;2015
301247;Английский язык;82;2015
301247;Математика;82;2015
301247;Обществознание;82;2015
301247;История;86;2015
301252;Русский язык;72;2013
301252;Русский язык;95;2015
301252;Информатика и ИКТ;73;2013
301252;Информатика и ИКТ;71;2015
301252;Математика;83;2013
301252;Математика;75;2015
301252;Обществознание;70;2015
301252;Физика;57;2013
301253;Русский язык;92;2015
301253;Математика;72;2015
301253;Обществознание;69;2015
301253;История;56;2015
301267;Русский язык;92;2015
301267;Английский язык;73;2015
301267;Математика;70;2015
301267;Обществознание;79;2015
301334;Русский язык;90;2015
301334;Математика;77;2015
301334;Обществознание;89;2015
301334;Физика;73;2015
301346;Русский язык;79;2015
301346;Математика;77;2015
301346;Обществознание;77;2015
301353;Русский язык;82;2015
301353;Английский язык;80;2015
301353;Математика;68;2015
301353;Обществознание;75;2015
301367;Русский язык;73;2015
301367;Математика;68;2015
301367;Обществознание;61;2015
301377;Русский язык;98;2015
301377;Математика;84;2015
301377;Обществознание;89;2015
301378;Русский язык;84;2015
301378;Математика;48;2015
301378;Обществознание;63;2015
301409;Русский язык;62;2015
301409;Математика;48;2015
301409;Обществознание;51;2015
301440;Русский язык;82;2015
301440;Математика;72;2015
301440;Обществознание;51;2015
301441;Русский язык;64;2015
301441;Математика;56;2015
301441;Обществознание;58;2015
301444;Русский язык;72;2015
301444;Английский язык;70;2015
301444;Математика;70;2015
301444;Обществознание;66;2015
301447;Русский язык;72;2015
301447;Математика;70;2015
301447;Обществознание;69;2015
301453;Русский язык;84;2015
301453;Английский язык;69;2015
301453;Математика;52;2015
301453;Обществознание;66;2015
301455;Русский язык;66;2015
301455;Математика;44;2015
301455;Обществознание;57;2015
301461;Русский язык;60;2015
301461;Английский язык;73;2015
301461;Математика;48;2015
301461;Обществознание;66;2015
301481;Русский язык;62;2015
301481;Английский язык;49;2015
301481;Математика;44;2015
301481;Обществознание;72;2015
301518;Русский язык;61;2014
301518;Математика;36;2014
301518;Обществознание;54;2014
301523;Русский язык;70;2015
301523;Английский язык;52;2015
301523;Математика;75;2015
301523;Обществознание;79;2015
301527;Русский язык;70;2015
301527;Математика;56;2015
301527;Обществознание;52;2015
301537;Русский язык;55;2015
301537;Английский язык;38;2015
301537;Математика;48;2015
301537;Обществознание;69;2015
301544;Русский язык;90;2015
301544;Математика;82;2015
301544;Обществознание;91;2015
301545;Русский язык;92;2014
301545;Математика;77;2014
301545;Обществознание;78;2014
301545;История;75;2014
301552;Русский язык;64;2015
301552;Английский язык;68;2015
301552;Математика;56;2015
301552;Обществознание;57;2015
301570;Русский язык;62;2015
301570;Английский язык;64;2015
301570;Математика;40;2015
301570;Обществознание;55;2015
301593;Русский язык;92;2015
301593;Английский язык;78;2015
301593;Математика;68;2015
301593;Обществознание;82;2015
301622;Русский язык;54;2015
301622;Математика;40;2015
301622;География;60;2015
301622;Обществознание;61;2015
301622;История;49;2015
301634;Русский язык;79;2014
301634;Математика;77;2014
301634;Обществознание;90;2014
301657;Русский язык;79;2015
301657;Английский язык;37;2015
301657;Математика;52;2015
301657;Обществознание;65;2015
301663;Русский язык;84;2015
301663;Математика;77;2015
301663;Обществознание;91;2015
301668;Русский язык;65;2015
301668;Математика;70;2015
301668;Обществознание;60;2015
301678;Русский язык;58;2015
301678;Английский язык;45;2015
301678;Математика;52;2015
301678;Обществознание;57;2015
301678;История;47;2015
301687;Русский язык;90;2015
301687;Английский язык;50;2015
301687;Математика;73;2015
301687;Обществознание;70;2015
301690;Русский язык;67;2015
301690;Математика;64;2015
301690;Обществознание;63;2015
301696;Русский язык;92;2015
301696;Английский язык;82;2015
301696;Математика;79;2015
301696;Обществознание;75;2015
301713;Русский язык;95;2015
301713;Математика;60;2015
301713;Обществознание;79;2015
301720;Русский язык;71;2015
301720;Математика;48;2015
301720;Обществознание;54;2015
301726;Русский язык;64;2015
301726;Английский язык;34;2015
301726;Математика;68;2015
301726;Обществознание;71;2015
301742;Русский язык;90;2015
301742;Английский язык;72;2015
301742;Математика;72;2015
301742;Обществознание;89;2015
301742;История;72;2015
301753;Русский язык;92;2015
301753;Математика;77;2015
301753;Обществознание;84;2015
301753;История;96;2015
301766;Русский язык;98;2015
301766;Математика;77;2015
301766;Обществознание;91;2015
301820;Русский язык;84;2015
301820;Математика;75;2015
301820;Обществознание;75;2015
301868;Русский язык;82;2015
301868;Английский язык;54;2015
301868;Математика;64;2015
301868;Обществознание;67;2015
301905;Русский язык;69;2015
301905;Математика;32;2015
301905;Обществознание;56;2015
301939;Русский язык;92;2015
301939;Математика;73;2015
301939;Обществознание;68;2015
301986;Русский язык;69;2015
301986;Английский язык;53;2015
301986;Математика;52;2015
301986;Обществознание;47;2015
301986;История;0;2015
301996;Русский язык;73;2015
301996;Математика;40;2015
301996;Обществознание;59;2015
301996;История;40;2015
302023;Русский язык;63;2015
302023;Английский язык;64;2015
302023;Математика;40;2015
302023;Обществознание;66;2015
302027;Русский язык;61;2015
302027;Математика;56;2015
302027;Обществознание;69;2015
302048;Русский язык;59;2015
302048;Математика;52;2015
302048;Обществознание;67;2015
302058;Русский язык;72;2015
302058;Математика;68;2015
302058;Обществознание;77;2015
302084;Русский язык;84;2015
302084;Математика;73;2015
302084;География;68;2015
302084;Обществознание;91;2015
302116;Русский язык;98;2015
302116;Математика;77;2015
302116;Обществознание;75;2015
302149;Русский язык;67;2015
302149;Английский язык;48;2015
302149;Математика;52;2015
302149;Обществознание;56;2015
302171;Русский язык;90;2015
302171;Английский язык;88;2015
302171;Математика;64;2015
302171;Обществознание;62;2015
302185;Русский язык;92;2014
302185;Математика;90;2014
302185;Обществознание;72;2015
302185;Физика;92;2014
302187;Русский язык;79;2015
302187;Математика;64;2015
302187;Обществознание;63;2015
302187;История;50;2015
302193;Русский язык;87;2015
302193;Математика;52;2015
302193;Обществознание;75;2015
302218;Русский язык;92;2015
302218;Английский язык;74;2015
302218;Математика;73;2015
302218;Обществознание;86;2015
302229;Русский язык;95;2015
302229;Математика;70;2015
302229;Обществознание;67;2015
302234;Русский язык;53;2015
302234;Математика;48;2015
302234;Обществознание;70;2015
302245;Русский язык;87;2015
302245;Математика;68;2015
302245;Обществознание;93;2015
302253;Русский язык;66;2015
302253;Математика;48;2015
302253;Обществознание;57;2015
302301;Русский язык;92;2015
302301;Английский язык;89;2015
302301;Математика;73;2015
302301;Обществознание;79;2015
302327;Русский язык;67;2015
302327;Математика;52;2015
302327;Обществознание;79;2015
302327;История;75;2015
302345;Русский язык;69;2015
302345;Математика;75;2015
302345;Обществознание;82;2015
302357;Русский язык;98;2013
302357;Математика;77;2013
302357;Обществознание;80;2013
302410;Русский язык;95;2015
302410;Английский язык;62;2015
302410;Математика;77;2015
302410;Обществознание;82;2015
302416;Русский язык;90;2015
302416;Английский язык;78;2015
302416;Математика;72;2015
302416;Обществознание;84;2015
302416;Немецкий язык;55;2015
302416;Биология;46;2015
302426;Русский язык;100;2015
302426;Математика;73;2015
302426;Обществознание;82;2015
302454;Русский язык;71;2015
302454;Английский язык;47;2015
302454;Математика;60;2015
302454;Обществознание;65;2015
302477;Русский язык;87;2015
302477;Математика;68;2015
302477;Обществознание;70;2015
302480;Русский язык;87;2015
302480;Английский язык;44;2015
302480;Математика;64;2015
302480;Обществознание;79;2015
302483;Русский язык;90;2015
302483;Математика;77;2015
302483;Обществознание;70;2015
302504;Русский язык;92;2015
302504;Математика;82;2015
302504;Обществознание;84;2015
302518;Русский язык;71;2015
302518;Математика;70;2015
302518;Обществознание;84;2015
302522;Русский язык;55;2015
302522;Математика;32;2015
302522;Обществознание;47;2015
302558;Русский язык;65;2015
302558;Математика;48;2015
302558;Обществознание;60;2015
302558;История;48;2015
302596;Русский язык;84;2014
302596;Английский язык;80;2014
302596;Математика;66;2014
302596;Обществознание;85;2014
302607;Русский язык;69;2015
302607;Английский язык;93;2015
302607;Математика;64;2015
302607;Обществознание;79;2015
302610;Русский язык;95;2015
302610;Английский язык;84;2015
302610;Математика;77;2015
302610;Обществознание;93;2015
302612;Русский язык;66;2015
302612;Английский язык;77;2015
302612;Математика;48;2015
302612;Обществознание;70;2015
302643;Русский язык;61;2015
302643;Математика;48;2015
302643;Обществознание;58;2015
302675;Русский язык;69;2015
302675;Английский язык;73;2015
302675;Математика;52;2015
302675;Обществознание;82;2015
302675;История;71;2015
302679;Русский язык;71;2015
302679;Математика;60;2015
302679;Обществознание;67;2015
302683;Русский язык;67;2015
302683;Математика;44;2015
302683;Обществознание;63;2015
302696;Русский язык;62;2015
302696;Математика;56;2015
302696;Обществознание;64;2015
302713;Русский язык;90;2015
302713;Математика;64;2015
302713;Обществознание;72;2015
302792;Русский язык;69;2015
302792;Английский язык;59;2015
302792;Математика;52;2015
302792;Обществознание;67;2015
302796;Русский язык;64;2015
302796;Математика;32;2015
302796;Обществознание;60;2015
302855;Русский язык;72;2015
302855;Математика;72;2015
302855;Обществознание;89;2015
302936;Русский язык;92;2015
302936;Математика;72;2015
302936;Обществознание;82;2015
302956;Русский язык;76;2015
302956;Английский язык;62;2015
302956;Математика;60;2015
302956;Обществознание;67;2015
302971;Русский язык;69;2015
302971;Математика;40;2015
302971;Обществознание;65;2015
302972;Русский язык;92;2015
302972;Математика;75;2015
302972;Обществознание;66;2015
302975;Русский язык;82;2015
302975;Математика;70;2015
302975;Обществознание;77;2015
302978;Русский язык;95;2015
302978;Математика;77;2015
302978;Обществознание;72;2015
302988;Русский язык;61;2015
302988;Математика;56;2015
302988;Обществознание;48;2015
302996;Русский язык;95;2015
302996;Английский язык;68;2015
302996;Математика;79;2015
302996;Обществознание;69;2015
303045;Русский язык;95;2015
303045;Математика;79;2015
303045;Обществознание;89;2015
303048;Русский язык;79;2015
303048;Математика;48;2015
303048;Обществознание;70;2015
303062;Русский язык;76;2015
303062;Математика;64;2015
303062;Обществознание;61;2015
303103;Русский язык;76;2015
303103;Математика;73;2015
303103;Обществознание;72;2015
303125;Русский язык;55;2015
303125;Математика;48;2015
303125;Обществознание;70;2015
303143;Русский язык;57;2015
303143;Английский язык;27;2015
303143;Математика;64;2015
303143;Обществознание;46;2015
303145;Русский язык;98;2015
303145;Математика;70;2015
303145;Обществознание;91;2015
303154;Русский язык;60;2015
303154;Математика;40;2015
303154;Обществознание;51;2015
303208;Русский язык;98;2015
303208;Математика;73;2015
303208;Обществознание;79;2015
303215;Русский язык;79;2015
303215;Английский язык;90;2015
303215;Математика;60;2015
303215;Обществознание;70;2015
303215;История;48;2015
303236;Русский язык;72;2015
303236;Математика;56;2015
303236;Обществознание;64;2015
303313;Русский язык;92;2015
303313;Математика;79;2015
303313;Обществознание;84;2015
303313;Физика;71;2015
303350;Русский язык;79;2015
303350;Английский язык;78;2015
303350;Математика;77;2015
303350;Обществознание;91;2015
303357;Русский язык;95;2015
303357;Английский язык;92;2015
303357;Математика;80;2015
303357;Обществознание;82;2015
303390;Русский язык;98;2015
303390;Математика;75;2015
303390;Обществознание;98;2015
303401;Русский язык;90;2015
303401;Математика;80;2015
303401;Обществознание;84;2015
303439;Русский язык;76;2015
303439;Математика;70;2015
303439;Обществознание;60;2015
303451;Русский язык;87;2015
303451;Английский язык;59;2015
303451;Математика;60;2015
303451;Обществознание;62;2015
303455;Русский язык;92;2015
303455;Английский язык;83;2015
303455;Математика;79;2015
303455;Обществознание;70;2015
303476;Русский язык;52;2015
303476;Математика;48;2015
303476;Обществознание;61;2015
303498;Русский язык;76;2015
303498;Английский язык;80;2015
303498;Математика;60;2015
303498;Обществознание;56;2015
303498;Литература;40;2015
303503;Русский язык;84;2015
303503;Английский язык;48;2015
303503;Математика;52;2015
303503;Обществознание;77;2015
303515;Русский язык;71;2015
303515;Математика;40;2015
303515;Обществознание;50;2015
303523;Русский язык;76;2015
303523;Математика;48;2015
303523;Обществознание;63;2015
303523;Химия;64;2015
303527;Русский язык;64;2015
303527;Математика;36;2015
303527;Обществознание;62;2015
303540;Русский язык;63;2015
303540;Математика;56;2015
303540;Обществознание;47;2015
303581;Русский язык;76;2015
303581;Математика;68;2015
303581;Обществознание;61;2015
303586;Русский язык;82;2015
303586;Английский язык;49;2015
303586;Математика;56;2015
303586;Обществознание;60;2015
303587;Русский язык;64;2015
303587;Математика;44;2015
303587;Обществознание;53;2015
303593;Русский язык;76;2015
303593;Математика;72;2015
303593;Обществознание;68;2015
303603;Русский язык;82;2014
303603;Английский язык;67;2014
303603;Математика;92;2014
303603;Обществознание;75;2014
303603;Физика;71;2014
303605;Русский язык;73;2015
303605;Английский язык;53;2015
303605;Математика;52;2015
303605;Обществознание;60;2015
303622;Русский язык;98;2015
303622;Английский язык;89;2015
303622;Математика;72;2015
303622;Обществознание;77;2015
303655;Русский язык;62;2015
303655;Математика;56;2015
303655;Обществознание;63;2015
303707;Русский язык;72;2015
303707;Английский язык;83;2015
303707;Математика;70;2015
303707;Обществознание;71;2015
303724;Русский язык;67;2015
303724;Математика;79;2015
303724;Обществознание;68;2015
303724;Немецкий язык;67;2015
303737;Русский язык;71;2015
303737;Английский язык;83;2015
303737;Математика;72;2015
303737;Обществознание;77;2015
303739;Русский язык;68;2015
303739;Математика;70;2015
303739;Обществознание;71;2015
303739;История;68;2015
303750;Русский язык;76;2015
303750;Математика;73;2015
303750;Обществознание;82;2015
303800;Русский язык;98;2015
303800;Английский язык;93;2015
303800;Математика;91;2015
303800;Обществознание;86;2015
303835;Русский язык;84;2015
303835;Математика;73;2015
303835;Обществознание;93;2015
303843;Русский язык;76;2015
303843;Английский язык;55;2015
303843;Математика;77;2015
303843;Обществознание;77;2015
303872;Русский язык;84;2015
303872;Математика;72;2015
303872;Обществознание;77;2015
303889;Русский язык;61;2015
303889;Математика;40;2015
303889;География;57;2015
303889;Обществознание;62;2015
303891;Русский язык;59;2015
303891;Математика;32;2015
303891;Обществознание;53;2015
303900;Русский язык;67;2015
303900;Английский язык;75;2015
303900;Математика;56;2015
303900;Обществознание;53;2015
303906;Русский язык;62;2015
303906;Английский язык;55;2015
303906;Математика;36;2015
303906;Обществознание;59;2015
303906;История;50;2015
303920;Русский язык;73;2015
303920;Математика;68;2015
303920;Обществознание;70;2015
303947;Русский язык;73;2015
303947;Математика;70;2015
303947;Обществознание;64;2015
304008;Русский язык;82;2015
304008;Математика;56;2015
